Provincias,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
BUENOS AIRES,Lanús,,SI,SI,,SI,SI,--
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,Laprida,Laprida,,--,SI,,SI,--
,Laprida,Pueblo Nuevo,,--,--,,--,--
BUENOS AIRES,,Pueblo San Jorge,--,,--,--,,
BUENOS AIRES,Las Flores,,--,--,,--,--,
BUENOS AIRES,Las Flores,El Trigo,,--,SI,,--,--
,Las Flores,Las Flores,SI,--,SI,SI,SI,--
BUENOS AIRES,,,--,--,,SI,--,
BUENOS AIRES,,Alberdi Viejo,SI,,--,SI,,
BUENOS AIRES,,,--,,,--,,SI
BUENOS AIRES,Leandro N. Alem,,--,--,,--,--,--
,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),,--,SI,,SI,--
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,,--,--,,--,
BUENOS AIRES,Leandro N. Alem,,SI,--,,SI,SI,SI
CATAMARCA,,Pomancillo Este,--,,,--,,--
BUENOS AIRES,,Villa La Florida,SI,,SI,SI,,
BUENOS AIRES,,,--,,,--,SI,
,Ramallo,Las Bahamas,--,--,--,SI,--,--
BUENOS AIRES,Ramallo,Pérez Millán,,--,SI,,SI,--
BUENOS AIRES,Ramallo,Ramallo,,--,SI,,SI,SI
,Ramallo,Villa General Savio (Est. Sánchez),,--,--,,--,
BUENOS AIRES,Ramallo,,SI,--,,SI,SI,--
BUENOS AIRES,,,SI,,,SI,,SI
,Rivadavia,América,SI,--,SI,SI,SI,
BUENOS AIRES,Rivadavia,Fortín Olavarría,,--,SI,,--,--
BUENOS AIRES,Rivadavia,,--,--,,SI,,--
BUENOS AIRES,,Mira Pampa,--,,--,--,,--
,Rivadavia,Roosevelt,,--,--,,SI,
,Rivadavia,San Mauricio,--,--,--,--,--,--
,Rivadavia,Sansinena,,--,SI,,SI,--
BUENOS AIRES,Rivadavia,Sundblad,,--,--,,--,--
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,Rojas,,--,--,,--,--,
BUENOS AIRES,Rojas,Las Carabelas,,--,SI,,SI,SI
,Rojas,Los Indios,,--,--,,--,--
,Rojas,Rafael Obligado,--,--,--,SI,--,
,Rojas,Roberto Cano,,--,--,,--,--
BUENOS AIRES,,Rojas,SI,,SI,SI,,--
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,Rojas,,--,--,,--,--,--
BUENOS AIRES,,Villa Parque Cecir,--,,--,--,,
BUENOS AIRES,Roque Pérez,Carlos Beguerie,,--,--,,SI,--
,Fray Mamerto Esquiú,Pomancillo Oeste,,--,--,--,--,--
CATAMARCA,,,--,,,SI,,
BUENOS AIRES,Arrecifes,,SI,SI,,SI,SI,
,Arrecifes,Todd,,--,SI,,SI,--
,Arrecifes,Viña,SI,--,--,SI,--,--
BUENOS AIRES,,,--,,,SI,,
BUENOS AIRES,,Avellaneda,SI,,SI,SI,,SI
BUENOS AIRES,,,--,,SI,SI,,--
BUENOS AIRES,Avellaneda,,SI,--,,SI,SI,--
,Avellaneda,Gerli,--,--,SI,SI,SI,
BUENOS AIRES,Florencio Varela,Villa Brown,,--,SI,,--,
BUENOS AIRES,Florencio Varela,,--,--,,SI,--,--
BUENOS AIRES,,,SI,,,SI,,--
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,,Blaquier,--,,--,SI,,
,Florentino Ameghino,Florentino Ameghino,,--,SI,,SI,--
,Florentino Ameghino,Porvenir,--,--,--,--,--,--
,General Alvarado,Centinela del Mar,--,--,--,--,--,
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,,SI,SI,,SI,SI
BUENOS AIRES,,Mar del Sur,--,,,SI,,--
BUENOS AIRES,General Alvarado,,SI,--,,SI,SI,--
CATAMARCA,Paclín,La Viña,,--,--,,--,--
,Paclín,Las Lajas,,--,--,,--,
CATAMARCA,,Monte Potrero,--,,--,SI,,--
BUENOS AIRES,,,--,,,SI,,--
,Lincoln,Bayauca,--,--,--,SI,SI,--
,Lincoln,Bermúdez,,--,--,,--,
BUENOS AIRES,Lincoln,Carlos Salas,,--,--,,--,--
,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),SI,--,--,,SI,--
BUENOS AIRES,Lincoln,,--,SI,,SI,SI,
BUENOS AIRES,,Las Toscas,SI,,--,--,,--
,Lincoln,Lincoln,,SI,SI,,SI,--
BUENOS AIRES,Lincoln,Pasteur,,--,--,,SI,SI
,Lincoln,Roberts,,SI,SI,,SI,--
,Lincoln,Triunvirato,--,--,--,--,--,
BUENOS AIRES,Lobería,,--,--,,SI,,--
BUENOS AIRES,,Licenciado Matienzo,--,,--,--,,--
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,Lobería,,--,--,,SI,SI,--
,Roque Pérez,Roque Pérez,,SI,SI,,SI,--
BUENOS AIRES,Saavedra,Arroyo Corto,,--,SI,,SI,--
BUENOS AIRES,Saavedra,,--,--,,--,--,
BUENOS AIRES,,Dufaur,--,,--,--,,
,Saavedra,Espartillar,--,--,SI,SI,SI,--
BUENOS AIRES,Saavedra,Goyena,,--,SI,,--,--
BUENOS AIRES,,Las Encadenadas,--,,--,--,,--
BUENOS AIRES,,,--,,,SI,SI,
BUENOS AIRES,Saavedra,,--,--,,SI,SI,--
BUENOS AIRES,,,--,,,--,,SI
BUENOS AIRES,Saladillo,Blaquier,,--,--,,--,
,Saladillo,Cazón,,--,SI,,SI,
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,Saladillo,,--,--,,--,--,--
MISIONES,,,--,,,--,,
MISIONES,Eldorado,,--,--,,SI,--,--
,COMUNA 03,SAN CRISTOBAL,,SI,SI,,SI,SI
CATAMARCA,Tinogasta,Fiambalá,,--,SI,,SI,SI
CATAMARCA,Tinogasta,La Puntilla,,--,--,,--,
,Tinogasta,La Ramadita,--,--,--,--,--,
CATAMARCA,,,--,--,,--,--,--
CATAMARCA,,Medanitos,--,,--,SI,,--
,Tinogasta,Palo Blanco,--,--,--,--,--,
,Tinogasta,Pampa Blanca,,--,--,,--,--
CATAMARCA,Tinogasta,,--,--,,--,--,--
CATAMARCA,,,--,,,--,,--
CATAMARCA,Tinogasta,Tatón,,--,--,,--,
,COMUNA 09,LINIERS,,SI,SI,,SI,SI
,Punilla,Capilla del Monte,SI,--,--,SI,SI,--
,Punilla,Casa Grande,,--,--,,--,--
CORDOBA,,Charbonier,--,,--,--,,--
CORDOBA,Punilla,,SI,--,,SI,SI,
,Punilla,Cuesta Blanca,,--,--,,--,--
,Punilla,Estancia Vieja,--,--,--,SI,--,--
,Punilla,Huerta Grande,--,--,SI,SI,SI,--
CABA,COMUNA 12,COGHLAN,,SI,SI,,SI,
CORDOBA,,Despeñaderos,SI,,SI,SI,,--
CORDOBA,,,--,,,--,--,--
CORDOBA,Santa María,,--,--,,SI,--,
CORDOBA,,,--,,,SI,,--
CORDOBA,Santa María,Falda del Carmen,,--,--,,SI,--
,Santa María,José de la Quintana,,--,--,,--,--
CORDOBA,,,--,,,--,,
CORDOBA,Santa María,,--,--,,SI,--,
,Santa María,La Cumbrecita,,--,--,,SI,--
,Santa María,La Donosa,--,--,--,--,--,--
CABA,COMUNA 15,,SI,SI,,SI,,
CATAMARCA,,Chuchucaruana,--,,--,--,,
CATAMARCA,,,--,,,--,,--
CATAMARCA,Ambato,,--,--,,SI,--,SI
,Ambato,El Rodeo,,--,--,,SI,
CATAMARCA,Ambato,Huaycama,,--,--,,--,--
CATAMARCA,Ambato,,--,--,,SI,SI,SI
CATAMARCA,,Las Chacritas,--,,--,--,,SI
CATAMARCA,,Las Juntas,--,,--,SI,,--
CATAMARCA,,,--,,,--,,
,Ambato,Los Talas,--,--,--,--,--,--
,Saladas,Saladas,,--,--,,SI,SI
CORRIENTES,Saladas,San Lorenzo,,--,SI,,SI,
,San Cosme,Ingenio Primer Correntino,--,--,--,,--,
CORRIENTES,San Cosme,,--,--,,SI,SI,SI
CORRIENTES,,San Cosme,SI,,--,SI,,SI
,San Cosme,Santa Ana,,--,--,,SI,--
CORRIENTES,San Luis del Palmar,San Luis del Palmar,,--,--,,SI,
CORRIENTES,,,--,,,SI,,--
CORRIENTES,,Guaviraví,--,,--,SI,,--
,San Martín,La Cruz,,--,--,,SI,SI
,San Martín,Yapeyú,--,--,--,SI,SI,
,San Miguel,Loreto,--,--,--,SI,SI,SI
CORRIENTES,San Miguel,San Miguel,,--,--,,SI,SI
CORDOBA,,Toledo,SI,,,SI,,
CORDOBA,Santa María,,--,--,,--,--,--
CORDOBA,Santa María,Valle de Anisacate,,--,--,,--,--
,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),,--,--,,SI,--
,Santa María,Villa del Prado,,--,--,,--,
,Santa María,Villa La Bolsa,--,--,--,SI,--,--
CORDOBA,,,SI,,,--,,--
CORDOBA,,Villa Parque Santa Ana,SI,,--,SI,,--
CORDOBA,,,--,,--,--,,--
CORDOBA,Santa María,,--,--,,SI,--,
,Santa María,Yocsina,--,--,--,SI,--,--
CORDOBA,Sobremonte,Caminiaga,,--,SI,,--,--
CORDOBA,Sobremonte,,--,--,,--,--,
CORDOBA,,,--,,,--,,--
,Sobremonte,Pozo Nuevo,--,--,--,SI,--,--
,Sobremonte,San Francisco del Chañar,,--,SI,,SI,SI
CORDOBA,,Almafuerte,SI,,SI,SI,,
CORDOBA,,,--,,,SI,,
CORDOBA,Tercero Arriba,,--,--,,SI,--,SI
CORDOBA,,Dalmacio Vélez,--,,SI,SI,,--
CORDOBA,Tercero Arriba,General Fotheringham,,--,--,,SI,--
,Tercero Arriba,Hernando,,--,SI,SI,SI,
CORDOBA,,,SI,,,SI,,--
CORDOBA,Tercero Arriba,,--,--,,SI,SI,--
CORDOBA,Tercero Arriba,,SI,--,,SI,,
CORDOBA,,Los Zorros,--,,--,SI,,--
,Punilla,La Cumbre,,--,--,,SI,--
,Punilla,La Falda,SI,--,SI,SI,SI,--
,Punilla,Las Jarillas,,--,--,,--,
CORDOBA,Punilla,Los Cocos,,--,--,,SI,
CORDOBA,,,--,,,--,,--
CORDOBA,Punilla,,--,--,,--,SI,--
CORDOBA,Punilla,Quebrada de Luna,,--,--,,--,
,Punilla,San Antonio de Arredondo,,--,SI,,SI,--
CORDOBA,,San Esteban,SI,,--,--,,--
CORDOBA,,,--,,,SI,--,--
,Punilla,San Roque Del Lago,--,--,--,--,--,
CORDOBA,Punilla,Santa María de Punilla,,--,SI,,SI,--
CORDOBA,Punilla,Tala Huasi,,--,--,,--,--
,Punilla,Tanti,,--,--,,--,--
CORDOBA,Río Cuarto,,SI,--,,SI,SI,--
CORDOBA,,,SI,,,SI,,
,Río Cuarto,Las Peñas,SI,--,--,SI,SI,--
CORDOBA,Río Cuarto,Las Vertientes,,--,SI,,SI,--
,Río Cuarto,Malena,,--,--,,SI,--
CORDOBA,Río Cuarto,Monte de los Gauchos,,--,--,,SI,
CORDOBA,,,--,,,SI,,--
CORDOBA,Río Cuarto,,SI,SI,,SI,SI,SI
CORDOBA,Río Cuarto,,SI,,,SI,SI,
CORDOBA,,San Basilio,SI,,SI,SI,,SI
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),,--,--,,SI,--
,Tercero Arriba,Oliva,SI,--,SI,SI,SI,--
CORDOBA,,Pampayasta Norte,--,,--,--,,
CORDOBA,,,--,,,SI,,
CORDOBA,Tercero Arriba,Punta del Agua,,--,--,,--,--
,Tercero Arriba,Río Tercero,,--,SI,,SI,SI
CORDOBA,Tercero Arriba,,SI,--,,SI,SI,
CORDOBA,,,--,,,SI,,
CORDOBA,,Candelaria Sur,--,,--,--,,--
CORDOBA,Totoral,,--,--,,SI,,--
,Totoral,Capilla de Sitón,--,--,--,SI,SI,
CORDOBA,Totoral,La Pampa,,--,--,,--,
CORDOBA,,,--,,,--,,--
CORDOBA,,Las Peñas,SI,,--,SI,,--
CORDOBA,,,--,,,--,,--
CORDOBA,Totoral,,--,--,,--,--,
,Santa María,La Paisanita,,--,--,,SI,--
CORDOBA,Santa María,La Perla,,--,--,,--,--
,Santa María,La Rancherita,,--,--,,--,
,Santa María,La Serranita,--,--,--,SI,SI,
CORDOBA,Santa María,,--,--,,SI,,--
CORDOBA,,Lozada,--,,--,SI,,--
,Santa María,Malagueño,SI,--,SI,SI,SI,--
,Santa María,Mi Valle,,--,--,,--,
CORDOBA,Santa María,,--,--,,SI,--,--
CORDOBA,,,--,,,SI,,--
CORDOBA,Santa María,Potrero de Garay,,--,SI,,SI,--
,Santa María,Rafael García,,--,--,,SI,
,Santa María,San Clemente,--,--,--,SI,SI,--
CORDOBA,Santa María,San Nicolás,,--,--,,SI,--
CORDOBA,,Socavones,--,,--,--,,
CORDOBA,Santa María,,--,,,--,--,--
,Santa María,Tierra Alta,,--,--,,--,--
,Colón,La Clarita,--,--,--,SI,SI,--
,Colón,Pueblo Cazes,--,--,--,--,--,--
ENTRE RIOS,Colón,Pueblo Liebig's,,--,--,,SI,
ENTRE RIOS,,San José,SI,,,SI,,--
ENTRE RIOS,Colón,,SI,--,,SI,SI,--
ENTRE RIOS,,,SI,,,SI,,
ENTRE RIOS,,Benito Legeren,--,,--,SI,,--
,Concordia,Calabacilla,,--,--,,--,--
,Concordia,Clodomiro Ledesma,--,--,--,SI,--,--
ENTRE RIOS,,Colonia Ayuí,--,,--,SI,,--
ENTRE RIOS,,,--,--,,--,--,
ENTRE RIOS,Concordia,Colonia Yeruá,,--,--,,--,--
,Concordia,Concordia,SI,--,SI,,SI,SI
ENTRE RIOS,Concordia,,--,--,,--,--,
ENTRE RIOS,,Estación Yeruá,--,,--,SI,,
ENTRE RIOS,,Estación Yuquerí,--,,--,--,,--
ENTRE RIOS,,,--,,,SI,,--
,Concordia,La Criolla,--,--,--,SI,SI,
,Concordia,Las Tejas,,--,--,,--,--
ENTRE RIOS,Concordia,,--,--,,SI,SI,--
ENTRE RIOS,,Nueva Escocia,--,,--,SI,,--
ENTRE RIOS,Concordia,,--,--,,SI,SI,
ENTRE RIOS,,Pedernal,--,,--,SI,,--
ENTRE RIOS,Concordia,Puerto Yeruá,,--,--,,SI,--
,Concordia,Villa Adela,,--,--,SI,--,--
,Concordia,VILLA ZORRAQUIN,--,--,--,SI,--,
,Diamante,Aldea Brasilera,,--,--,,SI,
ENTRE RIOS,,Aldea Grapschental,--,,--,--,,--
ENTRE RIOS,,,SI,,,SI,,--
ENTRE RIOS,Diamante,Aldea Salto,,--,--,,SI,
,Diamante,Aldea San Francisco,--,--,--,--,--,--
ENTRE RIOS,,,--,,--,--,,--
CORRIENTES,San Roque,,--,--,,SI,SI,--
,San Roque,Chavarría,--,--,--,--,SI,
CORRIENTES,San Roque,Colonia Pando,,--,--,,--,--
,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),,--,--,,SI,SI
,San Roque,San Roque,--,--,--,SI,SI,SI
CORRIENTES,,,--,,,SI,,SI
CORRIENTES,,Gobernador Igr. Valentín Virasoro,SI,,SI,SI,,
,Santo Tomé,José Rafael Gómez,--,--,--,SI,--,--
CORRIENTES,Santo Tomé,Santo Tomé,,--,--,,SI,SI
CORRIENTES,Sauce,Sauce,,--,--,,SI,
,Colón,Arroyo Barú,,--,SI,,SI,--
ENTRE RIOS,Colón,,SI,--,,SI,SI,SI
ENTRE RIOS,,,--,,,--,,SI
ENTRE RIOS,,El Brillante,--,,--,--,,--
ENTRE RIOS,,,SI,,,SI,SI,
,Paraná,Sauce Montrull,--,--,--,--,--,--
ENTRE RIOS,Paraná,Sauce Pinto,,--,--,,SI,--
ENTRE RIOS,,,SI,,,SI,,
ENTRE RIOS,,Sosa,--,,--,--,,--
,Paraná,Tabossi,,--,SI,,SI,--
ENTRE RIOS,Paraná,Tezanos Pintos,,--,--,,SI,--
ENTRE RIOS,,,SI,,,SI,,
ENTRE RIOS,Paraná,,--,--,,SI,SI,
ENTRE RIOS,Paraná,,--,--,,--,,--
ENTRE RIOS,,Villa Urquiza,SI,,--,SI,,--
,San Salvador,General Campos,,--,--,,SI,SI
,San Salvador,San Salvador,SI,--,SI,SI,SI,
ENTRE RIOS,,Altamirano Sur,--,,--,--,,--
ENTRE RIOS,,,SI,,,--,,--
CHUBUT,,Playa Unión,SI,,SI,SI,,
CHUBUT,Rawson,,SI,SI,,SI,,
,Rawson,Trelew,SI,SI,SI,SI,SI,SI
CHUBUT,Río Senguer,Aldea Apeleg,,--,--,,SI,SI
CHUBUT,Río Senguer,Aldea Beleiro,,--,--,,SI,
,Río Senguer,Alto Río Senguer,,SI,--,,SI,SI
CHUBUT,Río Senguer,,--,--,,--,SI,SI
CHUBUT,,,--,,,--,,SI
,Río Senguer,Lago Blanco,,--,--,--,SI,SI
CHUBUT,Río Senguer,Río Mayo,,--,SI,,SI,
CHUBUT,Sarmiento,,--,,,--,SI,SI
ENTRE RIOS,,Estación Arroyo Clé,--,,--,--,,--
ENTRE RIOS,Tala,Gobernador Echagüe,,--,--,,SI,--
,Tala,Gobernador Mansilla,--,--,--,SI,SI,
,Tala,Gobernador Solá,,--,--,,--,--
ENTRE RIOS,Tala,Guardamonte,,--,--,,SI,--
ENTRE RIOS,,,--,,,--,,
ENTRE RIOS,Tala,,--,--,,SI,SI,--
ENTRE RIOS,Tala,Rosario del Tala,,--,SI,,SI,--
,Uruguay,1º de Mayo,--,--,SI,--,SI,--
ENTRE RIOS,Uruguay,Basavilbaso,,--,SI,,SI,--
,Uruguay,Caseros,SI,--,SI,SI,SI,
ENTRE RIOS,Uruguay,,--,--,,SI,SI,--
ENTRE RIOS,,Concepción del Uruguay,SI,,,SI,,--
ENTRE RIOS,,Estancia San Pedro,--,,--,--,,
ENTRE RIOS,,,SI,,,SI,,--
,Sarmiento,Sarmiento,SI,--,SI,SI,SI,SI
,Tehuelches,Frontera de Río Pico,,--,--,,SI,--
CHUBUT,,,--,SI,,SI,SI,
CHUBUT,,José de San Martín,--,,--,SI,,
,Tehuelches,Río Pico,,SI,--,,SI,SI
CHUBUT,Telsen,Gan Gan,,--,--,,SI,SI
CHUBUT,,Telsen,--,,--,SI,,
CORDOBA,Calamuchita,,--,--,,--,SI,
CORDOBA,,,--,,,SI,,--
CORDOBA,,Cañada del Sauce,SI,,--,SI,,--
,Calamuchita,Capilla Vieja,,--,--,,--,
,Calamuchita,El Corcovado - El Torreón,SI,--,--,--,SI,--
CORDOBA,,El Durazno,--,,--,--,,--
CORDOBA,Calamuchita,,--,--,,SI,--,SI
CORDOBA,Calamuchita,,SI,--,,SI,SI,--
ENTRE RIOS,,,--,,,SI,,
ENTRE RIOS,Uruguay,Líbaros,,--,--,,SI,--
,Uruguay,Pronunciamiento,,--,SI,,SI,SI
,Uruguay,Rocamora,--,--,--,--,SI,
ENTRE RIOS,Uruguay,Santa Anita,,--,SI,,SI,
ENTRE RIOS,,Villa Mantero,SI,,SI,SI,,SI
ENTRE RIOS,Uruguay,,--,--,,SI,,--
,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),,--,--,,SI,--
,Victoria,Antelo,--,--,--,--,--,
ENTRE RIOS,,,--,,,--,,--
ENTRE RIOS,Victoria,,--,--,,--,--,--
,Victoria,Molino Doll,,--,--,,--,--
ENTRE RIOS,Victoria,Rincón de Nogoyá,,--,--,,SI,
ENTRE RIOS,Victoria,Victoria,,--,SI,,SI,--
,Villaguay,Estación Raíces,SI,--,--,SI,SI,--
ENTRE RIOS,Villaguay,,--,,,--,SI,
CATAMARCA,,Los Varela,--,,--,SI,,SI
,Ambato,Singuil,--,--,--,SI,--,--
,Ancasti,Ancasti,,--,--,,--,SI
,Ancasti,Anquincila,,--,--,,--,
CATAMARCA,Ancasti,La Candelaria,,--,--,,--,--
CATAMARCA,,,--,,,--,,--
CATAMARCA,Andalgalá,,--,--,,SI,--,SI
CATAMARCA,,,--,--,,--,--,--
CATAMARCA,,Amanao,--,,--,--,,
CATAMARCA,Andalgalá,Andalgalá,,--,SI,,SI,SI
,Andalgalá,Buena Vista,--,--,--,--,--,--
CATAMARCA,,Chaquiago,--,,SI,--,,
CATAMARCA,,,--,,,--,,
CATAMARCA,Andalgalá,El Alamito,,--,--,,--,--
,Andalgalá,El Lindero,,--,--,,SI,--
CATAMARCA,Andalgalá,,--,--,,--,--,
CATAMARCA,,,--,,,--,,
CATAMARCA,,La Mesada,--,,SI,--,,--
CATAMARCA,Antofagasta de la Sierra,,--,--,,SI,SI,SI
,Antofagasta de la Sierra,Antofalla,--,--,--,--,--,--
,Antofagasta de la Sierra,El Peñón,,--,--,,--,
CATAMARCA,,,--,,,--,,--
CATAMARCA,,Barranca Larga,--,,--,--,,--
CATAMARCA,,Belén,--,,--,SI,,
CATAMARCA,Belén,,--,--,,--,--,--
,Belén,Corral Quemado,,--,--,,--,--
CATAMARCA,Belén,El Durazno,,--,--,,--,SI
,Belén,Farallón Negro,,--,--,,SI,
,Belén,Hualfín,--,--,--,SI,--,
CATAMARCA,,,--,,,--,,--
CATAMARCA,,La Puntilla,--,,--,--,,--
,Belén,Las Juntas,--,--,--,--,--,
CATAMARCA,Belén,Londres,,--,--,,SI,SI
CATAMARCA,Belén,,--,--,,SI,--,--
CATAMARCA,,,--,,,--,,--
CATAMARCA,Belén,Puerta de San José,,--,--,,--,
,Belén,Villa Vil,--,--,--,--,--,--
,Capayán,Adolfo E. Carranza,--,--,--,--,--,--
,Capayán,Balde de la Punta,,--,--,,--,--
CATAMARCA,,Capayán,--,,--,SI,,SI
CATAMARCA,,,SI,,,SI,,
CATAMARCA,Capayán,Colonia del Valle,,--,--,,SI,SI
,Capayán,Colonia Nueva Coneta,--,--,SI,SI,SI,SI
,Capayán,Concepción,,--,--,,--,--
,Capayán,Coneta,--,--,SI,--,SI,
CATAMARCA,,,--,,,--,,--
CATAMARCA,,Huillapima,--,,SI,SI,,SI
CATAMARCA,,Los Angeles,--,,,--,,
CATAMARCA,Capayán,,--,--,,--,--,--
,Capayán,Los Angeles Sur,--,--,--,--,--,--
CATAMARCA,Capayán,Miraflores,,--,SI,,SI,SI
CATAMARCA,Capayán,,--,--,,SI,--,
CATAMARCA,,,--,,,--,,
,Capayán,San Pedro,--,--,--,--,--,--
,Capital,Barrio Bancario,,--,--,,--,--
CATAMARCA,,El Pantanillo,SI,,SI,SI,,SI
CATAMARCA,,,SI,,,SI,,
CATAMARCA,El Alto,,--,--,,SI,--,SI
CATAMARCA,,Guayamba,--,,--,--,,--
CATAMARCA,El Alto,Infanzón,,--,--,,--,
,El Alto,Los Corrales,--,--,--,,--,
CATAMARCA,,,--,,,--,,SI
CATAMARCA,Fray Mamerto Esquiú,,--,--,,SI,--,--
CATAMARCA,,,--,,,SI,,
CATAMARCA,,Casa de Piedra,--,,--,--,,
,La Paz,El Aybal,,--,--,,--,--
,La Paz,El Bañado,--,--,--,--,--,--
,La Paz,El Divisadero,--,--,--,,--,
CATAMARCA,La Paz,El Quimilo,,--,--,,--,
CATAMARCA,,Esquiú,--,,--,SI,,--
CATAMARCA,La Paz,,--,--,,SI,SI,SI
CATAMARCA,La Paz,La Dorada,,--,--,,--,--
,La Paz,La Guardia,,--,--,,--,
CATAMARCA,,Las Esquinas,--,,--,--,,--
CATAMARCA,,,--,,,--,,--
,La Paz,Quirós,--,--,--,SI,SI,--
,La Paz,Ramblones,,--,--,,--,
CATAMARCA,La Paz,Recreo,,--,SI,,SI,SI
,La Paz,San Antonio,--,--,--,SI,SI,--
CATAMARCA,Paclín,,--,--,,--,--,
CATAMARCA,,,--,,,--,,--
,Paclín,La Bajada,,--,--,,--,--
CATAMARCA,Paclín,La Higuera,,--,--,,--,--
CATAMARCA,Paclín,La Merced,,--,--,,SI,SI
,Villaguay,Jubileo,--,--,SI,SI,SI,
ENTRE RIOS,Villaguay,,--,,,SI,--,--
ENTRE RIOS,,Paso de la Laguna,--,,--,--,,--
ENTRE RIOS,,,SI,,,SI,,
ENTRE RIOS,Villaguay,,--,--,,SI,SI,--
,Villaguay,Villaguay,,--,SI,,SI,--
FORMOSA,Bermejo,Fortín Soledad,,--,--,,--,--
FORMOSA,Bermejo,,--,--,,--,--,--
FORMOSA,,,--,,--,--,,
,Bermejo,Laguna Yema,--,--,--,SI,SI,SI
FORMOSA,Bermejo,Lamadrid,,--,--,,--,--
FORMOSA,,Los Chiriguanos,--,,--,SI,,
FORMOSA,Bermejo,,--,--,,--,,
FORMOSA,Bermejo,,--,--,,SI,--,--
FORMOSA,,,--,,,--,,--
FORMOSA,Formosa,Colonia Pastoril,,--,--,,--,
,Tinogasta,Tinogasta,,--,SI,,SI,
CATAMARCA,,El Bañado,--,,--,--,,--
CATAMARCA,Valle Viejo,,--,--,,--,--,SI
CATAMARCA,,Huaycama,--,,--,--,,
CATAMARCA,Valle Viejo,,--,--,,SI,--,
,Valle Viejo,Polcos,--,--,SI,--,--,--
,Valle Viejo,Pozo Del Mistol,,--,SI,,--,--
CATAMARCA,Valle Viejo,San Isidro,,--,SI,,--,
,Valle Viejo,Santa Cruz,,--,--,,--,
CATAMARCA,Valle Viejo,,--,--,,SI,--,--
CATAMARCA,,,--,,,--,,--
,Valle Viejo,Villa Dolores,--,--,SI,,--,
CHACO,12 de Octubre,Gancedo,,--,SI,,SI,SI
CHACO,,,--,--,,SI,--,--
CHACO,,General Pinedo,SI,,SI,SI,,SI
CHACO,12 de Octubre,Mesón de Fierro,,--,--,,--,
,12 de Octubre,Pampa Landriel,--,--,--,SI,--,--
,1º de Mayo,Barrio de los Pescadores,,--,--,,--,--
LA PAMPA,Capital,Santa Rosa,,SI,SI,,SI,SI
LA PAMPA,,,--,,,SI,,SI
LA PAMPA,Catriló,,--,--,,--,--,
LA PAMPA,Catriló,Lonquimay,,--,SI,,SI,SI
,Catriló,Uriburu,--,--,SI,SI,SI,SI
,Chalileo,Santa Isabel,--,SI,--,--,SI,
,Chapaleufú,Bernardo Larroude,,SI,SI,,SI,SI
LA PAMPA,,Ceballos,--,,SI,--,,SI
LA PAMPA,,,--,,,SI,,SI
MISIONES,Eldorado,,--,--,,SI,--,--
MISIONES,,,--,,--,--,,
MISIONES,Eldorado,Villa Roulet,,--,--,,--,--
,Chapaleufú,Intendente Alvear,SI,SI,SI,SI,SI,SI
LA PAMPA,,,--,,,--,,
LA PAMPA,Chapaleufú,,--,--,,SI,SI,--
,Chical Co,Algarrobo del Águila,,--,--,,SI,--
,Chical Co,La Humada,--,--,--,--,SI,SI
LA PAMPA,,,--,,,--,,
LA PAMPA,,Eduardo Castex,SI,,SI,SI,,
LA PAMPA,,Mauricio Mayer,--,,--,--,,SI
LA PAMPA,Conhelo,,--,--,,--,SI,SI
,Conhelo,Rucanelo,,--,SI,,--,
LA PAMPA,Conhelo,Winifreda,,SI,SI,,SI,
LA PAMPA,Curacó,,--,--,,--,--,SI
LA PAMPA,,,--,,,SI,,SI
LA PAMPA,Guatraché,,--,--,,SI,SI,
CATAMARCA,,Palo Labrado,--,,--,--,,
CATAMARCA,Paclín,San Antonio,,--,--,,--,SI
,Paclín,Villa de Balcozna,--,--,--,,--,--
,Pomán,Apoyaco,--,--,--,--,--,
,Pomán,Colana,,--,--,,--,--
CATAMARCA,,Colpes,--,,--,--,,--
CATAMARCA,,,--,,,--,,--
,Pomán,Joyango,,--,--,,--,--
,Pomán,Mutquin,--,--,--,--,--,
CATAMARCA,,Pomán,--,,,SI,,SI
CATAMARCA,Pomán,,--,--,,SI,SI,--
,Pomán,San Miguel,--,--,--,--,--,--
CATAMARCA,Pomán,Saujil,,--,--,,SI,
,Pomán,Siján,,--,--,,SI,SI
,Santa María,Andalhualá,--,--,--,--,--,--
CATAMARCA,,,--,,,--,,
CATAMARCA,,Chañar Punco,--,,--,SI,,--
